YEAR,MAKE,MODEL,SECTION,TITLE,DESCRIPTION,IMAGE
2019,Lincoln,MKC,Performance,ADAPTIVE CRUISE CONTROL,"Available driver-activated adaptive cruise control (ACC)61 

operates just like normal cruise control, with one exception—its sensors can detect traffic slowing ahead and automatically slow your car to maintain the preset distance you’ve set. When traffic has cleared, your car resumes the set speed. Forward collision warning with brake support61 
included with ACC, can alert you if it senses a potential collision with the car in front of you. A pulsing light, which simulates brake lights, flashes on the windshield. If you don’t react immediately, the brakes will precharge and increase brake-assist sensitivity to provide full responsiveness when you do brake.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_perf_crzctrl_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,MKC,Performance,INTELLIGENT ALL-WHEEL DRIVE (AWD),"Available Intelligent AWD uses sensors to constantly monitor traction. It balances torque between the front and rear wheels to enhance handling and maximize traction, typically before wheelslip can even occur.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_perf_awd_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,MKC,Performance,ACTIVE NOISE CONTROL,"Active noise control heightens overall cabin sound quality by reducing unwanted noise while enhancing desired sound to help provide a pleasant driving experience. Microphones monitor the sound profile of the cabin, which is then replicated and inverted to create an opposing acoustic wave through the speakers. When the opposing wave meets the original sound wave, they cancel each other out.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_perf_noisectrl_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Performance,ADAPTIVE SUSPENSION*,"A suite of sensors continuously monitors and adjusts the suspension. The sensors also detect body movement, along with steering and braking dynamics, in milliseconds, faster than you can blink. Select the operating mode—Comfort, Normal or Sport—that suits the driving experience you prefer, from exceptional ride quality to a spirited, sporty feel.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_perf_adaptsusp_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Performance,ELECTRIC POWER-ASSISTED STEERING (EPAS),"EPAS provides an easy, fluid steering feel at low speeds and a firmer, more controlled feel at higher speeds. And that’s not all. It also constantly adapts to changing road conditions and compensates for surface irregularities.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_perf_epas_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Performance,"AdvanceTrac®
 with Roll Stability Control™","This electronic stability system provides enhanced control in slick conditions such as snow, rain or gravel. Roll Stability Control (RSC®
)* provides enhanced side-slip control and delivers electronic vehicle rollover stability. RSC utilizes gyroscopic sensors to monitor roll rate and vehicle roll motion at least 100 times per second. This helps determine when and how it will apply the brakes to help keep all four wheels firmly planted.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_perf_advancetrac_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,MKC,Technology,ENHANCED THX® II CERTIFIED AUDIO SYSTEM,"The available enhanced THX II Certified Audio System features a range of innovations in sound technology from the acoustical minds at THX. It puts out 700 watts of power and features 14 strategically placed speakers—including three two-way front-slot speakers, two individual rear-door tweeters to precisely reproduce your music’s high notes, and two three-inch rear-mounted speakers to envelop MKC passengers in a truly immersive sound experience. And innovations such as distributed bass technology help ensure that low notes are being evenly dispersed throughout the cabin.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_tech_thx_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Technology,SYNC®3 WITH WAZE AND LINCOLN+ALEXA INTEGRATION,"Sync® 3 is our easy-to-use, responsive voice-activated technology. Discover the system’s quick reactions to your conversational voice commands. Experience the smartphone-like touchscreen with impressive responsiveness. Enjoy your favorite apps like Waze and Lincoln+Alexa fully integrated. You’ll also find a sleek, user-friendly interface to help you connect to and control your smartphone. Locate your favorite restaurants with simple destination entry via the optional navigation. Sync® 3 is fast, smart and easy to use.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/image2desktop_sync3_feature.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Technology,SYNC® 3 PLUS APPLE CARPLAY™ COMPATIBILITY53,"SYNC® 3 12 can bring the power of Apple CarPlay to your Lincoln. You can use Siri® to interact with your iPhone®. Make calls, return missed calls and listen to voice mail, as well as send, read and reply to text messages, and even access your favorite songs and playlists. Apple Maps provides convenient turn-by-turn directions, traffic conditions and estimated travel time. 53",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_LNC_MKC_Apple_CarPlay_desktop.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Technology,NAVIGATION SYSTEM WITH SIRIUSXM TRAFFIC & TRAVEL LINK®,"The available Navigation System includes a six-year prepaid SiriusXM Traffic and Travel Link subscription that offers detailed traffic and weather information, gas station locations and fuel prices, sports scores and schedules, and movie theater locations with show listings and times.22",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_tech_navsyst_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Technology,ANDROID AUTO™,"With Android Auto you can talk to Google™ to interact with your smartphone while keeping your eyes on the road and hands on the wheel. Make calls, return missed calls and listen to voicemail, as well as send, read and reply to text messages and access your favorite music through your favorite apps. Google Maps™ provides voice-guided navigation, live traffic information and estimated travel time. You can also connect to Google Now and Google Music.161",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_tech_androidauto_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Technology,LINCOLN + ALEXA*,"The Lincoln Motor Company and Amazon have collaborated to bring you many familiar in-home uses of Alexa to your Lincoln vehicle. By using SYNC®
 312
 AppLink®
,12

  you can request to hear news stories and play music, add things to your Amazon shopping list, update personal calendars and use voice controls to operate smart home devices, including your garage door, thermostats, lighting and more. Click here
 to discover the full range of capabilities.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_tech_alexa_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,MKC,Technology,ADAPTIVE CRUISE CONTROL,"Available driver-activated adaptive cruise control (ACC)61
 operates just like normal cruise control, with one exception—its sensors can detect traffic slowing ahead and automatically slow your car to maintain the preset distance you’ve set. When traffic has cleared, your car resumes the set speed. Forward collision warning with brake support, included with ACC, can alert you if it senses a potential collision with the car in front of you. A pulsing light, which simulates brake lights, flashes on the windshield. If you don’t react immediately, the brakes will precharge and increase brake-assist sensitivity to provide full responsiveness when you do brake.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_tech_cruzctrl_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,MKC,Technology,ACTIVE PARK ASSIST WITH PARK OUT ASSIST,"Available active park assist61 is one of the many driver-assist technologies in the Lincoln MKC. Active park assist uses ultrasonic sensors to help take the guesswork out of parallel parking. Simply press a button and the sensors will locate a suitable parking space. Active park assist operates the steering wheel, while you stay in control of accelerating, braking and shifting. And just as active park assist helps guide your vehicle into a spot, park out assist uses the same sensors to help you get out of it.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_tech_parkassist_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Technology,LANE-KEEPING SYSTEM*,"It happens to the best of drivers—unintentionally drifting out of the driving lane. That’s when you’ll appreciate the available Lane-Keeping System.61 ** When activated, it can detect when your car is drifting out of its lane and can warn you through a subtle vibration in the steering wheel. Additional settings allow the system to apply steering torque that helps you to steer back to the correct path.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_tech_lanekeep_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Technology,AUTOMATIC EMERGENCY BRAKING,"Forward collision warning with brake support can alert you if it senses a potential collision with the car in front of you. A red light, which simulates brake lights, flashes on the windshield. If you don’t react immediately, the brakes will precharge and increase brake-assist sensitivity to provide full responsiveness when you do brake.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_tech_autobrake_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Technology,BLIS® WITH CROSS-TRAFFIC ALERT,"Available BLIS (Blind Spot Information System) with cross-traffic alert61 helps warn you of vehicles you might otherwise miss. BLIS uses radar in the rear quarter panels to identify a vehicle entering your blind spot and alerts you with an indicator light in the sideview mirror. Cross-traffic alert also uses radar to detect vehicles approaching from either side when you’re slowly backing out of a parking spot or your driveway. If it detects a vehicle approaching from up to 15 yards away, it sends an audible warning, a visual display in the sideview mirror and a signal in the message center.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_tech_blis_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Technology,STANDARD REAR VIEW CAMERA,"Activated when you shift into Reverse, the rear view camera61 can show you certain objects that are behind your vehicle. It can also be a helpful assistant when you’re connecting a trailer. When in Reverse, a video image is displayed on the central screen, with red, yellow and green guidelines providing an easy reference for how far an object is behind you.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_tech_rearcam_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Technology,LED HEADLAMPS,Signature LED accents frame the sculpted LED headlamps that create a powerful path of light.,https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_tech_headlamps_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,MKC,Technology,LINCOLN DRIVE CONTROL,"Lincoln Drive Control, a collection of ride-enhancing technologies includes adaptive suspension which allows you to select from one of the three available modes—Normal, Sport or Comfort—to suit your mood. Once a mode is selected, the adaptive suspension utilizes an array of sensors to monitor and adjust itself to offer the optimal ride based on your choice.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_tech_drivectrl_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,MKC,Design,THE LINCOLN EMBRACE,"You’ve arrived and your MKC knows it. When it senses your approach, a suite of features activates as if to say both “Welcome home” and “Where to next?”",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_design_bbnew_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Design,AUTOFOLD POWER SIDEVIEW MIRRORS,The 2019 MKC features available autofold power sideview mirrors. These mirrors unfold when you get into the MKC and fold in after you park and lock the doors. There is also a switch on the driver’s door that folds the mirrors toward the vehicle to help avoid hitting an object while you’re parking.,https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_design_sdmirror_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Design,AMBIENT LIGHTING,"Select a hue to match your mood. Available ambient lighting provides seven color choices. Light emits from the front-console cupholders, door-release handles, front and rear footwells and front-door storage pockets.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_design_amblight_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Design,APPROACH DETECTION,"Once parked, your MKC awaits your return. As you approach with your key fob in your hand, purse or pocket the vehicle senses your approach (up to eight feet away) and exterior lighting brightens. Doorhandle pockets glow with soft lighting tuned to complement the vehicle’s color. A Lincoln logo welcome mat illuminates the entrance in front of both the driver and passenger doors. Once you’re in the car, available ambient cabin lighting glows warmly.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_design_approachdet_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Design,PANORAMIC VISTA ROOF®,The available panoramic Vista Roof provides both the first- and second-row passengers with an expansive view. The panoramic Vista Roof comes with a power sunshade to help keep your vehicle cool when the temperature heats up.,https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_design_vistaroof_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Design,HANDS-FREE LIFTGATE,"With the MKC key fob in your pocket or purse, simply kick your foot under the rear bumper and the available hands-free liftgate will effortlessly glide open to reveal the rear cargo area. Press a button on the liftgate or kick your foot under the rear bumper again and the liftgate closes smoothly.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_design_liftgate_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Design,LEATHER-WRAPPED STEERING WHEEL,The steering wheel is wrapped in available hand-stitched Wollsdorf leather hailing from the Alpine region of central Europe. It flawlessly complements the craftsmanship and comfort of the MKC interior.,https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_design_lthrwheel_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Design,BRIDGE OF WEIR™ LEATHER,"The available Bridge of Weir Deepsoft™ leather-trimmed heated front bucket seats were created specifically for Lincoln. This leather goes through a 16-hour softening process, considerably longer than those used for most automotive leathers.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_design_weirleather_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Design,PEACEFUL SPACE,"Interior noise is greatly diminished with active noise control, felt-like wheel wells, pedestal-style doormounted mirrors that are designed to minimize wind noise, and specially engineered acoustic-laminate front door glass that reduces road noise.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_design_peacespace_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Design,HEATED AND COOLED FRONT SEATS*,"In addition to soothing-to-the-touch Bridge of Weir DeepsoftTM leather, the driver and front-passenger seats come with standard heating and available cooling—making the interior as rejuvenating as it is inviting.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_design_heatcoolseat_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Design,CLIMATE PACKAGE,"The available Climate Package makes the interior even more inviting while helping to manage the exterior elements. The package includes heated rear outboard seats, a heated steering wheel, auto high-beam headlamps, rain-sensing wipers and a windshield wiper de-icer.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_design_climatepkg_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Design,WHEEL OPTIONS,"For the 2019 model year, the Lincoln MKC offers a number of exciting and eye-catching wheel options. Standard and available options include:

• 18-inch painted aluminum (standard)

• 18-inch painted aluminum (standard on Select)

• 18-inch machined aluminum with premium painted pockets (standard on Reserve)

• 19-inch machined aluminum with premium painted pockets (optional on Reserve model FWD)

• 19-inch 5-spoke premium painted aluminum (optional on Reserve AWD)

• 20-inch Ultra-bright-machined aluminum with Ebony-painted pockets (optional on reserve AWD)",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_design_wheelopts_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,MKC,Design,A SCULPTED EXTERIOR,The MKC blends the best traits of a sport crossover with the refinement of a luxury sedan. It begins with the redesigned Lincoln signature grille framing dramatic HID headlamps with signature LED accents. Crisp lines stretch tautly across the sculpted body. The low roof and high beltline evoke an athletic nature.,https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_design_sculptext_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,MKC,Design,LINCOLN BLACK LABEL*,"Elevate your Lincoln experience. Featuring a curated collection of interior themes meticulously brought to life in rare, high-end materials and a host of membership privileges, Lincoln Black Label engages the senses and imagination, representing the ultimate in luxury, comfort and service.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_design_blklabell_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,MKZ,Performance,TWIN-TURBOCHARGED 3.0-LITER V6 ENGINE WITH 400 HP,"Outer beauty. Inner strength. The Lincoln Motor Company has gone to extraordinary lengths to give the exterior of the 2019 MKZ an exceptional level of grace and elegance. An equal amount of effort has been applied to develop and harness the capabilities of an available Twin-Turbocharged 3.0L V6 engine. This engine delivers 400 horsepower and 400 lb.- ft. of torque,* making the 2019 Lincoln MKZ one of the most powerful and compelling Lincoln vehicles to ever take to the road. Plus, Dynamic Torque Vectoring* makes every turn crisp and precise.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkz/2019/collections/features/3_2/19_mkz_feat_perf_v6engine_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKZ,Performance,MKZ HYBRID,"The similarities are surprising. The shared features between the MKZ Hybrid and its gas counterpart go well beyond the exterior. Designers and engineers worked hand in hand to deliver a hybrid powertrain that has an EPA-estimated rating of 41 miles to the gallon in the city,* while keeping almost every surface, button, knob and interior finish exactly the same. Plus, the Lincoln MKZ Hybrid is the only hybrid in its class with the same starting price as its gas-powered Reserve model counterpart.**",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkz/2019/collections/features/3_2/19_mkz_feat_perf_hybrid_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKZ,Performance,AVAILABLE ALL-WHEEL DRIVE,"The Lincoln MKZ offers all-wheel drive (AWD) with both the Turbocharged 2.0L I-4 and Twin-Turbocharged 3.0L V6 engines. AWD enhances handling and maximizes traction by delivering torque to the front and rear wheels. Plus, when AWD is added to the 3.0L engine, it produces 400 horsepower and offers Dynamic Torque Vectoring for a precise steering feel.*",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkz/2019/collections/features/3_2/19_mkz_feat_perf_awd_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKZ,Performance,ADAPTIVE CRUISE CONTROL WITH STOP-AND-GO,"Engage and enjoy. The evolution of available adaptive cruise control61
 with stop-and-go capability offers an enjoyable and confident drive. When the MKZ is in adaptive cruise mode, a radar scans the road ahead and detects slower traffic ahead. The MKZ can then automatically brake and accelerate to keep you at your set speed or follow at a preset distance with the pace of traffic when speeds are below your set speed. With the addition of stop-and-go, the feature can bring your vehicle to a complete stop in stopped traffic and restart it as traffic begins to move.*",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkz/2019/collections/features/3_2/19_mkz_feat_tech_acc_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,MKZ,Performance,ACTIVE NOISE CONTROL,"Active noise control heightens overall cabin sound quality by reducing unwanted noise while enhancing sound that is desired. Microphones monitor the sound profile of the cabin, which is then inverted by a signal processor to create an opposing acoustic wave through the speakers. When the opposing wave meets the original sound wave, they cancel each other out, providing a more pleasant driving experience.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkz/2019/collections/features/3_2/19_mkz_feat_perf_anc_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKZ,Performance,ADAPTIVE SUSPENSION,"The adaptive suspension in the Lincoln MKZ uses an available suite of sensors to monitor and adjust your ride experience. Plus, you can select the operating mode—Comfort, Normal or Sport—that suits the driving experience you prefer, from exceptional ride quality to a spirited, sporty feel.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkz/2019/collections/features/3_2/19_mkz_feat_perf_ccd_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKZ,Performance,ELECTRIC POWER-ASSISTED STEERING (EPAS),"Electric Power-Assisted Steering (EPAS) provides an easy, fluid steering feel at low speeds and a firmer, more controlled feel at higher speeds. It also continuously adapts to changing road conditions and compensates for surface irregularities.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkz/2019/collections/features/3_2/19_mkz_feat_perf_epas_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKZ,Technology,Lincoln Co-Pilot360™,The MKZ includes a suite of our most advanced technology ever so that you can start your journey with confidence.,https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkz/2019/collections/features/3_2/19_mkz_feat_tech_bb_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKZ,Technology,Standard Driver-Assist Features,Lincoln Co-Pilot360™ is the most comprehensive collection of standard driver-assist features61 ever offered by Lincoln. Together these features support you on your journey by helping to relieve stress and offering greater peace of mind.,https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkz/2019/collections/features/3_2/19_mkz_feat_tech_driveassist_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKZ,Technology,Lane-Keeping System*,"The Lane-Keeping System61 uses a camera mounted behind the windshield’s rearview mirror to monitor road lane markings and detect unintentional drifting toward the outside of a lane. If the rear view camera detects an impending drift, the system will use the steering wheel and the instrument cluster display to warn you.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkz/2019/collections/features/3_2/19_mkz_feat_tech_lanekpng_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKZ,Technology,ADAPTIVE HEADLAMPS,"Experience headlamps designed for the curves ahead. To enjoy those drives at night, the adaptive HID and available LED headlamps turn in tandem with the steering wheel to help drivers see around corners.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkz/2019/collections/features/3_2/19_mkz_feat_tech_adptveheadlamps_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKZ,Technology,PRE-COLLISION ASSIST WITH PEDESTRIAN DETECTION,"For the road ahead. Pre-collision assist with Automatic Emergency Braking61 is our next generation of driver-assist technology.* This feature uses radar and camera technology to scan the roadway ahead and, if another vehicle or pedestrian is detected, provides a warning to the driver. If the driver does not respond in time, the system can automatically recharge the brakes to provide full responsiveness should the driver not respond.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkz/2019/collections/features/3_2/19_mkz_feat_tech_precollisionassist_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKZ,Technology,BLIND SPOT DETECTION,"Blind Spot Detection helps make driving more convenient than one may expect. It uses radar to detect a vehicle in your blind spot and alerts you with an indicator light in the appropriate exterior mirror. Cross-traffic alert also uses radar to watch for traffic behind your vehicle as you’re slowly backing out of a parking spot or driveway. If sensors detect a vehicle approaching from up to 15 yards away, you will be audibly and visually alerted.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkz/2019/collections/features/3_2/19_mkz_feat_tech_blindspot_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKZ,Technology,THE LINCOLN WAY™ APP,"Stay connected to your vehicle—and the features and benefits of Lincoln ownership—with the Lincoln Way app.1
Unlock and start your Lincoln remotely with Lincoln Connect.™2
Get Roadside Assistance3
and personalized customer service with the Lincoln Concierge. And schedule complimentary Lincoln Pickup & Delivery™4
when your vehicle needs service. The future of driving is at hand. Download the Lincoln Way app now — and see where the road takes you.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkz/2019/collections/features/3_2/19_mkz_feat_tech_lincolnway_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,MKZ,Technology,ENHANCED ACTIVE PARK ASSIST,"Easy in. Easy out. Available enhanced active park assist61
 helps make getting in or out of tight parking spaces easier than ever. Ultrasonic sensors can locate an available spot and, while the driver controls the shifter buttons, brake and accelerator, the vehicle steers itself into place. Reverse perpendicular parking guides the vehicle into perpendicular spots, while park out assist aids in getting out of tight parallel parking spots.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkz/2019/collections/features/3_2/19_mkz_feat_tech_actvparkassist_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,MKZ,Technology,REVEL® AUDIO,"Bring every note to life with the performance, authenticity and craftsmanship of Revel®* Audio. The standard 14-speaker Revel Audio System and available 20-speaker Revel Ultima® System in the MKZ immerses you in sound, and Lincoln allows you to make the most of your listening experience with a year-long membership to TIDAL®**, the high-fidelity music streaming service that places over sixty million songs at your fingertips, complimentary with the purchase or lease of any new 2019 Lincoln MKZ.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkz/2019/collections/features/3_2/19_mkz_feat_tech_revelaudio_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
